"CustomerID","Recency","Frequency","Monetary","Cluster"
12449,164.922916666667,4,4067.29,"4"
12450,17.0034722222222,2,197.88,"2"
12451,313.982638888889,5,9035.52,"4"
12452,0.0993055555555555,2,430.57,"2"
12453,0,1,707.09,"2"
12454,0,1,3528.34,"2"
12455,223.232638888889,6,2466.86,"4"
12456,210.228472222222,3,3181.04,"4"
12457,172.761111111111,7,2363.23,"4"
12458,213.1875,2,947.4,"4"
12461,60.2736111111111,2,826.88,"2"
12462,284.76875,2,1189.59,"4"
12463,188.039583333333,4,1344.78,"4"
12464,299.002083333333,8,1212.05,"4"
12465,152.122916666667,2,742.19,"2"
12468,128.921527777778,2,729.54,"2"
12471,362.255555555556,30,19788.65,"1"
12472,336.9875,7,6572.11,"4"
12473,162.146527777778,5,3928.05,"4"
12474,312.189583333333,18,7324.09,"1"
12475,0,1,723.38,"2"
12476,345.917361111111,11,6816.42,"4"
12477,278.879166666667,6,13219.74,"4"
12478,0,1,680.99,"2"
12479,0,1,527.2,"2"
12480,307.975694444444,4,3281.63,"4"
12481,342.927777777778,10,5579.82,"4"
12483,322.1125,8,2484.98,"4"
12484,303.897916666667,6,4527.32,"4"
12488,65.9277777777778,3,1298.66,"2"
12489,0,1,334.93,"2"
12490,324.2875,10,5417.93,"4"
12491,0,1,460.4,"2"
12492,42.0166666666667,2,263.21,"2"
12493,31.8083333333333,2,433.74,"2"
12494,349.91875,7,1246.1,"4"
12497,0,1,1043.1,"2"
12498,36.1409722222222,3,403.7,"2"
12500,310.272222222222,11,4257.82,"4"
12501,0,1,2169.39,"2"
12502,214.049305555556,5,3723.87,"4"
12504,12.0458333333333,2,482.05,"2"
12506,0,1,73.5,"2"
12507,164.322916666667,3,1304.81,"4"
12508,2.96527777777778,2,397.88,"2"
12509,0,1,176.5,"2"
12510,182.840972222222,2,982.57,"4"
12512,0.00138888888888889,2,132.18,"2"
12513,0,1,612.29,"2"
12514,0,1,1017.68,"2"
12515,0,1,383.7,"2"
12516,102.9,2,1312.06,"2"
12517,161.952083333333,5,2481.6,"4"
12518,109.871527777778,5,2056.89,"2"
12519,0,1,330.84,"2"
12520,194.158333333333,5,2634.26,"4"
12521,0,1,599.68,"2"
12522,12.0340277777778,2,192.72,"2"
12523,312.133333333333,11,1789.77,"4"
12524,324.205555555556,8,4485.72,"4"
12526,93.9097222222222,3,1316.66,"2"
12527,243.993055555556,3,348.71,"4"
12528,303.232638888889,6,1933.48,"4"
12530,277.104166666667,4,1662.28,"4"
12531,0,1,125.22,"2"
12532,0,1,349.83,"2"
12534,0,1,1089.18,"2"
12535,94.8340277777778,2,716.35,"2"
12536,15.9777777777778,3,12601.83,"2"
12538,0,1,363.95,"2"
12539,311.179861111111,4,5568.35,"4"
12540,342.077777777778,17,13400.24,"1"
12541,251.047222222222,3,981.18,"4"
12544,0,1,372.7,"2"
12545,184.065972222222,2,1000.39,"4"
12546,31.1006944444444,2,1161.5,"2"
12547,82.9944444444444,2,207.8,"2"
12548,0,1,95.2,"2"
12550,0,1,964.83,"2"
12551,0,1,168,"2"
12552,0.910416666666667,2,437.82,"2"
12553,321.247222222222,10,3692.28,"4"
12556,100.979861111111,2,599.56,"2"
12557,355.19375,5,11990.96,"4"
12558,0,1,269.96,"2"
12559,8.98402777777778,2,561.71,"2"
12560,137.915972222222,3,2134.01,"2"
12561,0,1,238.85,"2"
12562,190.191666666667,7,3781.74,"4"
12564,0,1,456.9,"2"
12565,0,1,145.92,"2"
12566,0,1,351.65,"2"
12567,346.961805555556,10,9401.28,"4"
12569,250.109027777778,32,4124.69,"1"
12571,81.9055555555556,2,519.61,"2"
12572,43.0416666666667,2,1020.42,"2"
12573,0,1,160.54,"2"
12574,0,1,218.45,"2"
12576,268.944444444444,5,1315.83,"4"
12577,323.877083333333,3,626.6,"4"
12578,308.913888888889,2,2794.51,"4"
12579,0,1,440.42,"2"
12580,0,1,415.7,"2"
12581,0,1,197.71,"2"
12582,49.8770833333333,2,511.36,"2"
12583,370.973611111111,15,7281.38,"1"
12584,276.763888888889,9,2338.15,"4"
12585,117.028472222222,2,2040.1,"2"
12586,0,1,196.94,"2"
12587,0,1,144,"2"
12588,0,1,214.9,"2"
12589,115.926388888889,2,646.68,"2"
12590,0.00416666666666667,2,9864.26,"2"
12591,0,1,452.85,"2"
12592,121.055555555556,2,437.6,"2"
12593,110.134722222222,3,418.1,"2"
12594,285.102777777778,10,3338.22,"4"
12596,190.986111111111,2,618.27,"4"
12597,248.98125,4,3811.22,"4"
12598,275.013888888889,8,3023.08,"4"
12599,275.004166666667,7,1032.58,"4"
12600,342.897222222222,10,2599.04,"4"
12601,142.985416666667,5,577.06,"4"
12602,0,1,153.12,"2"
12603,0,1,739.2,"2"
12604,182.084722222222,2,254.18,"4"
12607,0,1,1579.51,"2"
12609,240.05625,3,1126.85,"4"
12610,103.820833333333,5,2099.54,"2"
12611,0,1,1193.32,"2"
12612,0,1,704.04,"2"
12613,204.970138888889,5,3344.38,"4"
12614,0,1,315.6,"2"
12615,166.060416666667,4,2291.19,"4"
12616,202.041666666667,2,713.3,"4"
12617,0,1,352.98,"2"
12618,0,1,177.31,"2"
12619,237.070833333333,9,3641.24,"4"
12620,189.923611111111,3,1339.41,"4"
12621,364.047916666667,20,13689.67,"1"
12622,0,1,180.1,"2"
12623,0,1,305.1,"2"
12624,71.1041666666667,2,641.13,"2"
12625,107.852083333333,2,2683.82,"2"
12626,303.211805555556,9,6620.48,"4"
12627,129.922222222222,7,4478.53,"4"
12628,60.1576388888889,3,786.46,"2"
12630,34.0048611111111,2,1270.88,"2"
12631,0,1,640.5,"2"
12633,229.122222222222,4,2163.98,"4"
12635,65.0979166666667,2,1689.18,"2"
12637,256.124305555556,8,6002.9,"4"
12638,0,1,671.69,"2"
12639,0,1,486.1,"2"
12640,57.99375,3,1174.58,"2"
12641,0,1,185.9,"2"
12642,82.2361111111111,3,1013.26,"2"
12643,204.047222222222,6,3344.64,"4"
12644,0,1,477.91,"2"
12645,282.979166666667,4,1775.18,"4"
12646,44.8902777777778,2,1346.97,"2"
12647,346.954166666667,12,3722.82,"4"
12648,0,1,318.05,"2"
12649,105.002777777778,3,623.51,"2"
12650,0,1,314.44,"2"
12651,0,1,114,"2"
12652,0,1,919.98,"2"
12653,147.991666666667,2,2209.85,"2"
12654,284.870833333333,5,601.98,"4"
12656,216.181944444444,5,4051.17,"4"
12657,67.1715277777778,4,1643.18,"2"
12658,0,1,686.05,"2"
12659,0,1,91.68,"2"
12660,0,1,245.1,"2"
12662,372.954861111111,11,3849.78,"4"
12664,314.225694444444,9,4881.88,"4"
12665,0,1,63,"2"
12667,0,1,620.13,"2"
12668,343.923611111111,4,3807.15,"4"
12669,105.985416666667,3,2744.03,"2"
12670,222.213194444444,5,2996.05,"4"
12672,0,1,225.9,"2"
12673,321.089583333333,2,610.52,"4"
12674,169.126388888889,4,1970.6,"4"
12676,286.863888888889,6,1331.39,"4"
12678,311.086111111111,12,17628.46,"1"
12679,225.002777777778,4,1113.02,"4"
12680,112.879166666667,4,862.81,"2"
12681,353.059027777778,22,13787.54,"1"
12682,367.834027777778,31,12279.82,"1"
12683,361.245833333333,15,8476.57,"1"
12684,205.873611111111,7,2283.63,"4"
12685,65.1375,6,2863.08,"2"
12686,0,1,89.14,"2"
12688,0,1,4873.81,"2"
12689,101.935416666667,2,1247.61,"2"
12690,0,1,389.01,"2"
12691,329.085416666667,6,1035.8,"4"
12693,192.203472222222,4,855.91,"4"
12694,112.804166666667,2,869.67,"2"
12695,203.004861111111,4,582.1,"4"
12697,140.710416666667,3,957.59,"2"
12700,207.775694444444,4,4939.99,"4"
12701,162.90625,2,797.71,"4"
12702,0,1,219,"2"
12703,0,1,283.55,"2"
12704,162.121527777778,8,2340.84,"4"
12705,341.888194444444,9,6868.29,"4"
12707,0,1,603.42,"2"
12708,338.964583333333,10,2712.91,"4"
12709,351.242361111111,15,9706.52,"1"
12710,104.913194444444,3,1149.02,"2"
12712,342.742361111111,13,4396.13,"4"
12713,0,1,848.55,"2"
12714,285.201388888889,5,4708.86,"4"
12715,0,1,343.36,"2"
12716,129.810416666667,2,1053.49,"2"
12717,94.1770833333333,2,1030.98,"2"
12718,0,1,238.25,"2"
12719,59.9548611111111,2,644.95,"2"
12720,366.695833333333,25,5781.73,"1"
12721,323.024305555556,6,2656.13,"4"
12722,65.1215277777778,4,997.63,"2"
12723,61.76875,5,725.07,"2"
12724,327.043055555556,4,1031.41,"4"
12725,0,1,427.8,"2"
12726,329.027083333333,7,2609.1,"4"
12727,309.853472222222,7,3980.7,"4"
12728,261.083333333333,4,836.33,"4"
12729,0,1,453.01,"2"
12731,341.04375,12,18895.91,"1"
12732,0,1,236.26,"2"
12733,0,1,383.95,"2"
12734,0,1,110.4,"2"
12735,21.9659722222222,2,779.57,"2"
12736,0,1,234,"2"
12738,0,1,155.35,"2"
12739,20.8020833333333,2,1013.04,"2"
12740,0,1,427.6,"2"
12743,0.0104166666666667,2,540.13,"2"
12744,266.911111111111,7,21279.29,"4"
12747,366.955555555556,11,4196.01,"4"
12748,372.980555555556,209,33053.19,"3"
12749,209.771527777778,5,4090.88,"4"
12750,0,1,275.88,"2"
12752,0,1,4366.78,"2"
12753,339.963888888889,6,21429.39,"4"
12754,72.9368055555556,3,3010.74,"2"
12755,85.0819444444444,2,3811.95,"2"
12756,0,1,112.08,"2"
12757,195.728472222222,13,7834.65,"4"
12758,159.928472222222,2,2791.59,"4"
12759,223.277777777778,3,1531.44,"4"
12762,17.8333333333333,2,1898.52,"2"
12763,230.934722222222,2,494.08,"4"
12764,0,1,1693.88,"2"
12766,362.786805555556,7,6989.63,"4"
12769,0,1,1143.6,"2"
12770,0,1,1351.45,"2"
12772,0,1,892.47,"2"
12775,294.116666666667,5,1386.04,"4"
12778,292.871527777778,6,822.23,"4"
12779,333.91875,8,3981.36,"4"
12781,221.079166666667,2,826.74,"4"
12782,352.906944444444,5,2330.92,"4"
12783,73.0145833333333,6,2225.91,"2"
12784,6.11458333333333,2,532.82,"2"
12785,0,1,311.95,"2"
12787,182.963888888889,3,463.66,"4"
12789,0,1,91.85,"2"
12790,0,1,324.92,"2"
12791,0,1,192.6,"2"
12792,0,1,400.54,"2"
12793,36.8736111111111,2,545.48,"2"
12794,45.1201388888889,2,860.41,"2"
12795,0,1,430.48,"2"
12797,0,1,254.03,"2"
12798,160.236805555556,3,6977.04,"4"
12802,0,1,427.58,"2"
12808,331.984722222222,3,483.65,"4"
12809,0,1,489.31,"2"
12811,23.7520833333333,3,514.85,"2"
12812,0,1,229.64,"2"
12814,0,1,125.92,"2"
12815,50.8659722222222,2,1063.46,"2"
12816,80.9701388888889,2,572.2,"2"
12817,0,1,166.04,"2"
12818,0,1,1542.08,"2"
12820,323.109722222222,4,942.34,"4"
12821,0,1,92.72,"2"
12822,16.8458333333333,2,948.88,"2"
12823,221.805555555556,5,1759.5,"4"
12824,0,1,397.12,"2"
12826,362.794444444444,7,1474.72,"4"
12827,38.85625,3,430.15,"2"
12828,127.686805555556,6,1018.71,"2"
12829,23.8465277777778,2,293,"2"
12830,134.042361111111,6,6814.64,"4"
12831,0,1,215.05,"2"
12832,65.9875,2,383.03,"2"
12833,0,1,417.38,"2"
12834,0,1,312.38,"2"
12836,252.160416666667,4,2610.36,"4"
12837,0,1,134.1,"2"
12838,340.015972222222,2,671.95,"4"
12839,364.864583333333,14,5591.42,"4"
12840,82.8805555555556,4,2726.77,"2"
12841,367.020833333333,25,3991.58,"1"
12842,238.122916666667,2,1118.99,"4"
12843,198.896527777778,8,1702.26,"4"
12844,101.013888888889,2,325.96,"2"
12845,22.975,4,354.09,"2"
12847,0,1,843.64,"2"
12849,237.052083333333,2,1010.29,"4"
12851,0,1,131.81,"2"
12852,0,1,311.55,"2"
12853,181.042361111111,6,1957.1,"4"
12854,239.944444444444,3,1316.25,"4"
12855,0,1,38.1,"2"
12856,55.9263888888889,6,2170.78,"2"
12857,91.9083333333333,2,1106.4,"2"
12863,0,1,521.2,"2"
12864,0,1,147.12,"2"
12865,97.1805555555556,2,1568.23,"2"
12866,0,1,559.12,"2"
12867,333.952083333333,7,4009.34,"4"
12868,187.911111111111,6,1607.06,"4"
12871,123.065972222222,2,380.64,"2"
12872,38.8388888888889,2,599.97,"2"
12873,0,1,374,"2"
12875,219.14375,2,343.23,"4"
12876,138.952777777778,2,2218.02,"2"
12877,354.921527777778,12,1535.77,"4"
12878,29.9618055555556,2,854.99,"2"
12879,47.0090277777778,3,573.22,"2"
12881,0,1,298,"2"
12882,24.2055555555556,2,1463.04,"2"
12883,64.7597222222222,4,703.47,"2"
12884,0,1,309.05,"2"
12885,60.0798611111111,3,1175.22,"2"
12886,151.95,2,1378.4,"4"
12888,41.0631944444444,2,354.12,"2"
12890,0,1,376.72,"2"
12891,107.04375,3,331,"2"
12893,0,1,176.55,"2"
12895,44.2194444444444,2,372.8,"2"
12897,97.0229166666667,2,216.5,"2"
12901,261.976388888889,28,17654.54,"1"
12902,0,1,138.68,"2"
12904,154.052777777778,2,496.06,"4"
12906,66.7861111111111,5,2919.81,"2"
12908,136.126388888889,2,750,"2"
12909,213.994444444444,5,2178.67,"4"
12910,218.185416666667,8,3075.04,"4"
12912,37.8888888888889,5,1662.3,"2"
12913,363.815972222222,5,2483.63,"4"
12915,223.959027777778,2,363.65,"4"
12916,181.994444444444,4,2944.95,"4"
12917,0,1,594,"2"
12919,161.184027777778,6,1335.19,"4"
12920,0,1,162.78,"2"
12921,364.052777777778,37,16587.09,"1"
12922,0,1,405.38,"2"
12923,0,1,172.82,"2"
12924,239.0875,4,933.7,"4"
12925,70.0041666666667,2,694.05,"2"
12928,323.94375,5,2062.7,"4"
12929,0,1,117.85,"2"
12930,93.0784722222222,2,415.8,"2"
12931,336.120833333333,15,42055.96,"1"
12933,259.213888888889,3,607.53,"4"
12935,317.14375,7,2160.7,"4"
12936,61.1534722222222,4,1063.9,"2"
12937,252.031944444444,4,1504.27,"4"
12938,0,1,114.14,"2"
12939,270.134027777778,8,11581.8,"4"
12940,33.0784722222222,2,899.69,"2"
12942,234.211805555556,3,675.6,"4"
12944,319.015972222222,2,604.51,"4"
12945,0,1,462.95,"2"
12947,229.739583333333,6,1603.99,"4"
12948,248.286805555556,7,2064.95,"4"
12949,221.920138888889,8,4167.22,"4"
12950,21.9784722222222,3,1843,"2"
12951,322.070138888889,6,1064.07,"4"
12952,72.7486111111111,4,1387.79,"2"
12953,0,1,329.85,"2"
12955,266.309722222222,11,4757.16,"4"
12956,0,1,108.07,"2"
12957,329.899305555556,8,4017.54,"4"
12962,106.095138888889,2,266.39,"2"
12963,357.153472222222,8,1856.63,"4"
12965,0,1,769.81,"2"
12966,0,1,160.18,"2"
12967,13.3895833333333,2,1660.9,"2"
12968,0,1,135.95,"2"
12970,315.018055555556,4,405.47,"4"
12971,368.818055555556,86,11189.91,"1"
12974,0,1,144.8,"2"
12976,0,1,738.6,"2"
12977,0,1,39.24,"2"
12980,200.915277777778,9,7374.9,"4"
12981,103.906944444444,2,372.22,"2"
12982,0,1,390.54,"2"
12984,0,1,97.5,"2"
12985,27.9180555555556,2,1239.38,"2"
12987,124.002083333333,2,558.7,"2"
12988,0,1,505.82,"2"
12989,361.086111111111,15,6924.11,"1"
12990,278.890277777778,3,409.5,"4"
12991,89.0381944444444,2,503.76,"2"
12993,275.055555555556,4,414.76,"4"
12994,264.3,3,974.42,"4"
12995,0,1,211.32,"2"
12997,294.998611111111,4,1226.89,"4"
12999,49.1236111111111,3,455.88,"2"
13000,258.011805555556,3,534.85,"4"
13001,322.0875,13,9785.97,"4"
13002,0,1,120.95,"2"
13003,109.102083333333,3,149.05,"2"
13004,346.129861111111,18,5655.91,"1"
13005,72.8895833333333,2,513.7,"2"
13006,0,1,81.57,"2"
13008,0,1,229.47,"2"
13011,0,1,50.55,"2"
13012,285.140277777778,8,1646.84,"4"
13013,370.10625,13,4810.94,"4"
13014,270.749305555556,10,3466.28,"4"
13015,195.952083333333,5,3339.64,"4"
13016,49.9638888888889,3,789.89,"2"
13017,0,1,204,"2"
13018,279.099305555556,28,7277.7,"1"
13021,354.267361111111,9,2616.38,"4"
13023,65.2868055555556,2,689.9,"2"
13026,274.224305555556,5,975.36,"4"
13027,240.870833333333,6,6912,"4"
13028,22.8756944444444,2,661.32,"2"
13029,322.805555555556,3,1247.5,"4"
13030,356.999305555556,2,752.44,"4"
13032,34.9680555555556,2,1010.18,"2"
13033,0,1,190.55,"2"
13034,314.895138888889,2,642.77,"4"
13035,186.983333333333,2,921.88,"4"
13037,118.002777777778,3,881.07,"2"
13038,210.120833333333,3,908.46,"4"
13040,24.8645833333333,2,676.99,"2"
13043,0,1,516.42,"2"
13044,0,1,560.47,"2"
13045,0,1,305.28,"2"
13046,235.703472222222,2,629.31,"4"
13047,342.147222222222,10,3237.54,"4"
13048,312.949305555556,4,1819.41,"4"
13049,253.956944444444,2,656.68,"4"
13050,351.991666666667,17,5836.86,"1"
13052,0,1,348.15,"2"
13055,135.227777777778,3,1214.41,"2"
13058,127.029166666667,3,271.4,"2"
13059,0,1,183.4,"2"
13060,0,1,307.53,"2"
13061,0,1,248.61,"2"
13062,0,1,346.98,"2"
13064,314.951388888889,4,1105.59,"4"
13065,0,1,205.86,"2"
13066,7.82708333333333,2,470.8,"2"
13067,0,1,115.46,"2"
13068,309.277777777778,2,344,"4"
13069,368.900694444444,24,4431.44,"1"
13070,0,1,228.8,"2"
13072,0,1,177.15,"2"
13075,0,1,919.61,"2"
13077,365.184027777778,4,728.02,"4"
13078,363.270138888889,26,12627.94,"1"
13079,136.091666666667,5,220.1,"2"
13080,0,1,58.08,"2"
13081,359.731944444444,11,28337.38,"1"
13082,212.023611111111,9,3613.63,"4"
13083,71.1770833333333,2,303.75,"2"
13085,137.926388888889,2,416.08,"2"
13089,366.940972222222,97,58762.08,"3"
13090,364.202083333333,14,8910.82,"1"
13091,0,1,345.82,"2"
13092,288.952083333333,5,477.83,"4"
13093,97.8847222222222,8,7832.47,"2"
13094,347.147916666667,12,1927.32,"4"
13095,0,1,74.4,"2"
13097,327.8125,10,6003.22,"4"
13098,316.019444444444,28,28882.44,"1"
13099,0,1,207.36,"2"
13101,0,1,101.19,"2"
13102,363.968055555556,24,6424.09,"1"
13103,0,1,243.94,"2"
13104,351.05,6,1098.48,"4"
13106,0,1,76.5,"2"
13107,289.1,4,1531.62,"4"
13108,0,1,350.06,"2"
13109,97.8055555555556,2,786.54,"2"
13110,279.9625,7,1488.67,"4"
13113,365.977777777778,24,12245.96,"1"
13115,172.849305555556,4,2294.78,"4"
13116,0,1,501.14,"2"
13117,350.952083333333,8,984.91,"4"
13118,269.009722222222,5,1197.81,"4"
13120,0,1,30.6,"2"
13121,0,1,283.73,"2"
13122,146.070138888889,2,922.39,"2"
13124,269.90625,3,3756.33,"4"
13126,361.929166666667,8,2099.64,"4"
13127,0,1,259.17,"2"
13130,0,1,64,"2"
13131,164.102083333333,3,1073.3,"4"
13132,0,1,77.3,"2"
13133,30.7798611111111,2,109.8,"2"
13134,154.901388888889,4,1793.58,"4"
13135,0,1,3096,"2"
13136,156.0375,5,2607.61,"4"
13137,298.010416666667,8,3603.29,"4"
13138,350.075,6,962.39,"4"
13139,243.08125,7,5064.94,"4"
13140,258.014583333333,3,422.47,"4"
13141,230.868055555556,5,2388.75,"4"
13142,0,1,307.09,"2"
13144,0,1,110.95,"2"
13145,332.777083333333,4,618.52,"4"
13146,0,1,228.91,"2"
13147,89.0631944444444,4,712.8,"2"
13148,335.095138888889,12,3683.26,"4"
13149,274.966666666667,4,1676.06,"4"
13151,0,1,1257.87,"2"
13153,0,1,486.22,"2"
13155,335.122916666667,4,971.76,"4"
13157,248.990972222222,4,1741.22,"4"
13158,224.083333333333,4,1201.06,"4"
13159,106.983333333333,4,1429.35,"2"
13160,0,1,91.8,"2"
13161,0,1,112.75,"2"
13162,212.219444444444,4,1688.29,"4"
13165,305.040972222222,2,1021.48,"4"
13166,0,1,417.2,"2"
13167,125.007638888889,4,791.33,"2"
13168,281.959027777778,4,1299.59,"4"
13169,188.907638888889,2,712.88,"4"
13170,0,1,108.81,"2"
13171,277.840972222222,3,468.41,"4"
13173,363.05625,2,353.65,"4"
13174,352.924305555556,3,2742.82,"4"
13176,0,1,481.49,"2"
13177,0,1,282.45,"2"
13178,334.161111111111,11,5725.47,"4"
13182,0,1,121.18,"2"
13183,326.986111111111,9,3957.78,"4"
13184,275.775694444444,10,1668.95,"4"
13185,0,1,71.4,"2"
13186,89.1048611111111,3,1575.89,"2"
13187,0,1,236.02,"2"
13188,0,1,114.6,"2"
13189,96.89375,2,260.68,"2"
13192,109.969444444444,2,911.94,"2"
13193,0,1,112.08,"2"
13194,0,1,60.7,"2"
13196,250.979166666667,4,1797.78,"4"
13198,351.241666666667,6,3401.24,"4"
13199,363.06875,38,9817.12,"1"
13200,107.03125,4,870.09,"2"
13203,232.836805555556,4,869.46,"4"
13207,135.136805555556,2,250.26,"2"
13208,250.598611111111,6,1217.65,"4"
13209,331.140972222222,8,5891.61,"4"
13210,0,1,353.48,"2"
13211,350.934722222222,3,1095.42,"4"
13212,41.9111111111111,3,786.83,"2"
13213,142.972222222222,5,1520.58,"4"
13216,0,1,333.74,"2"
13217,34.1416666666667,3,533.98,"2"
13218,0,1,62.64,"2"
13220,158.110416666667,4,819.29,"4"
13221,119.148611111111,2,847.41,"2"
13223,31.9076388888889,2,163.2,"2"
13224,91.03125,2,2155.95,"2"
13225,358.152777777778,7,6463.84,"4"
13226,0,1,108.21,"2"
13227,0,1,257.7,"2"
13228,0,1,358,"2"
13229,0,1,160.95,"2"
13230,360.857638888889,14,2755.63,"4"
13232,230.86875,7,1328.35,"4"
13233,261.941666666667,2,605.12,"4"
13235,0,1,1031.07,"2"
13236,82.1611111111111,2,744.85,"2"
13238,343.041666666667,4,700.73,"4"
13239,0,1,329.56,"2"
13240,269.054861111111,4,663.65,"4"
13242,101.01875,3,270.4,"2"
13243,0,1,585.12,"2"
13244,0,1,121.74,"2"
13245,0,1,430.5,"2"
13246,312.134722222222,6,1961.52,"4"
13247,64.9777777777778,4,501.12,"2"
13248,64.9826388888889,2,465.68,"2"
13249,168.916666666667,3,711.41,"4"
13253,182.768055555556,2,1030.4,"4"
13255,364.052777777778,2,399.51,"4"
13258,193.847222222222,3,672.83,"4"
13259,0,1,283.18,"2"
13260,0,1,557.62,"2"
13261,17.0701388888889,2,944.1,"2"
13262,0,1,200.29,"2"
13263,323.894444444444,35,7436.93,"1"
13265,220.213888888889,5,2092.66,"4"
13266,245.184027777778,12,3834.26,"4"
13267,364.077777777778,19,4521.49,"1"
13268,249.938194444444,11,3174.75,"4"
13269,368.126388888889,15,5343.28,"4"
13270,0,1,590,"2"
13271,0,1,211.49,"2"
13272,58.0791666666667,2,276.56,"2"
13273,0,1,138.98,"2"
13276,36.1118055555556,2,590.93,"2"
13277,117.96875,4,258.4,"2"
13278,0,1,542.73,"2"
13279,0,1,137.75,"2"
13280,214.836111111111,3,798.46,"4"
13282,202.145833333333,3,1132.14,"4"
13283,125.882638888889,2,93.66,"2"
13284,0,1,201.19,"2"
13285,266.8375,4,2709.12,"4"
13291,0,1,361.11,"2"
13292,245.794444444444,2,578.94,"4"
13294,59.8451388888889,2,873.74,"2"
13295,0,1,201.2,"2"
13296,0,1,87.4,"2"
13297,59.7666666666667,4,2089.85,"2"
13298,0,1,360,"2"
13299,0,1,142.5,"2"
13300,0,1,371.89,"2"
13301,188.925,4,618.09,"4"
13302,0,1,63.75,"2"
13304,0,1,300.42,"2"
13305,368.128472222222,10,2000.86,"4"
13307,0,1,15,"2"
13308,180.845833333333,3,1385.51,"4"
13309,301.170138888889,5,1456.79,"4"
13310,296.10625,3,1132.03,"4"
13311,145.936805555556,2,598.57,"2"
13313,317.283333333333,5,1555.32,"4"
13314,72.0895833333333,3,775.94,"2"
13316,217.027083333333,4,5732.93,"4"
13317,292.175694444444,6,2273.68,"4"
13318,36.2256944444444,3,640.76,"2"
13319,360.145833333333,26,10845.55,"1"
13320,135.318055555556,4,1532.2,"2"
13321,14.0041666666667,2,567.36,"2"
13322,0,1,199.48,"2"
13323,81.1590277777778,5,787.85,"2"
13324,324.276388888889,10,7121.95,"4"
13325,0,1,675.3,"2"
13327,326.784027777778,8,3627.77,"4"
13328,0,1,1308.48,"2"
13329,335.0125,2,789,"4"
13330,223.096527777778,3,1140.93,"4"
13332,0,1,350.9,"2"
13334,223.152083333333,3,3502.32,"4"
13336,0,1,795.12,"2"
13338,0,1,487.02,"2"
