CustomerID,Recency,Frequency,Monetary,Monetary_log,Cluster,Segment
12517,28.948611111111113,5,2481.6,7.817061677081847,1,Segment_1
12518,1.1090277777777777,5,2056.89,7.629436465014086,1,Segment_1
12519,64.14166666666667,1,330.84,5.804652925041163,2,Segment_2
12520,79.89375,5,2634.2599999999998,7.876737127834483,1,Segment_1
12521,143.08263888888888,1,599.68,6.39806234681208,2,Segment_2
12522,39.888888888888886,2,192.72,5.266413817535028,2,Segment_2
12523,19.99652777777778,11,1789.77,7.490400973937009,1,Segment_1
12524,9.888194444444444,8,4485.72,8.408877201532766,1,Segment_1
12526,1.0284722222222222,3,1316.66,7.183612715167257,1,Segment_1
12527,82.03819444444444,3,348.71,5.857104239599851,2,Segment_2
12528,9.92361111111111,6,1933.48,7.567593835498341,1,Segment_1
12530,60.01111111111111,4,1662.28,7.416546835435133,1,Segment_1
12531,15.068055555555556,1,125.22,4.838026416156094,2,Segment_2
12532,30.960416666666667,1,349.83,5.860301775655642,2,Segment_2
12534,131.1,1,1089.18,6.9940980992041535,2,Segment_2
12535,92.16805555555555,2,716.35,6.575563866544399,2,Segment_2
12536,43.9375,3,12601.83,9.441676670894656,1,Segment_1
12538,29.815277777777776,1,363.95,5.899760357897641,2,Segment_2
12539,22.97222222222222,4,5568.35,8.625033629522884,1,Segment_1
12540,20.054861111111112,17,13400.24,9.503102518971122,4,Segment_4
12541,30.09027777777778,3,981.18,6.889774590946187,1,Segment_1
12544,36.857638888888886,1,372.7,5.923453336491439,2,Segment_2
12545,75.96597222222222,2,1000.39,6.9091443138264115,1,Segment_1
12546,47.02847222222222,2,1161.5,7.058328137461511,1,Segment_1
12547,198.00833333333333,2,207.8,5.341376856008484,5,Segment_5
12548,166.88541666666666,1,95.19999999999999,4.566429357671661,5,Segment_5
12550,79.92708333333333,1,964.83,6.872987835288763,2,Segment_2
12551,358.06041666666664,1,168,5.1298987149230735,5,Segment_5
12552,39.11666666666667,2,437.82,6.084089306213804,2,Segment_2
12553,8.841666666666667,10,3692.28,8.214270231095687,1,Segment_1
12556,50.98888888888889,2,599.5600000000001,6.397862553264747,2,Segment_2
12557,16.827083333333334,5,11990.960000000001,9.391991704219834,1,Segment_1
12558,8.089583333333334,1,269.96,5.601971208509516,2,Segment_2
12559,311.12569444444443,2,561.71,6.33276439774036,5,Segment_5
12560,5.955555555555556,3,2134.0099999999998,7.666226609492505,1,Segment_1
12561,303.0493055555556,1,238.85,5.480013727948073,5,Segment_5
12562,8.8125,7,3781.7400000000002,8.23820389374878,1,Segment_1
12564,261.91319444444446,1,456.9,6.12665081966305,5,Segment_5
12565,289.09444444444443,1,145.92,4.989888220951467,5,Segment_5
12566,86.93055555555556,1,351.65,5.865476063654188,2,Segment_2
12567,23.075,10,9401.28,9.148707492038316,1,Segment_1
12569,2.8513888888888888,32,4124.69,8.324988557507531,4,Segment_4
12571,40.10486111111111,2,519.61,6.255001200981438,2,Segment_2
12572,9.145833333333334,2,1020.42,6.928949094989139,1,Segment_1
12573,227.8736111111111,1,160.54,5.08475279001415,5,Segment_5
12574,316.1458333333333,1,218.45,5.391124416134243,5,Segment_5
12576,36.110416666666666,5,1315.83,7.182982612166326,1,Segment_1
12577,35.97638888888889,3,626.6,6.441903020858877,2,Segment_2
12578,21.97222222222222,2,2794.5099999999998,7.935769837637909,1,Segment_1
12579,78.81597222222223,1,440.42,6.0899968031722285,2,Segment_2
12580,247.1013888888889,1,415.7,6.032366538428407,5,Segment_5
12581,40.1625,1,197.71,5.291846475417725,2,Segment_2
12582,239.17013888888889,2,511.36,6.239027502962935,5,Segment_5
12583,3.196527777777778,15,7281.38,8.89321301083995,4,Segment_4
12584,4.135416666666667,9,2338.15,7.757542894498013,1,Segment_1
12585,234.96597222222223,2,2040.1,7.621244157199997,5,Segment_5
12586,17.851388888888888,1,196.94,5.287963954468545,2,Segment_2
12587,8.002083333333333,1,144,4.976733742420574,2,Segment_2
12588,39.90902777777778,1,214.9,5.3748153375207615,2,Segment_2
12589,29.104861111111113,2,646.68,6.473396747218991,2,Segment_2
12590,211.9152777777778,2,9864.26,9.196774773912752,1,Segment_1
12591,317.9270833333333,1,452.84999999999997,6.117766746972636,5,Segment_5
12592,92.90694444444445,2,437.6,6.083587835983788,2,Segment_2
12593,109.00486111111111,3,418.1,6.038109554931026,2,Segment_2
12594,38.020833333333336,10,3338.22,8.113492525763553,1,Segment_1
12596,51.99166666666667,2,618.27,6.428541364981557,2,Segment_2
12597,19.97013888888889,4,3811.22,8.245966975595675,1,Segment_1
12598,10.022222222222222,8,3023.08,8.01436219197595,1,Segment_1
12599,29.969444444444445,7,1032.58,6.940783782995926,1,Segment_1
12600,29.097916666666666,10,2599.04,7.863282108506616,1,Segment_1
12601,190.10625,5,577.06,6.359677669513258,5,Segment_5
12602,59.06111111111111,1,153.12,5.037731519757957,2,Segment_2
12603,22.08888888888889,1,739.2,6.606920419952056,2,Segment_2
12604,79.94583333333334,2,254.18,5.541969178493598,2,Segment_2
12607,60.86388888888889,1,1579.51,7.3655028587473295,1,Segment_1
12609,78.84444444444445,3,1126.85,7.0280684444921455,1,Segment_1
12610,23.136111111111113,5,2099.54,7.6499497335130995,1,Segment_1
12611,52.984722222222224,1,1193.32,7.085332264745334,1,Segment_1
12612,74.88541666666667,1,704.04,6.558254538791405,2,Segment_2
12613,57.91041666666667,5,3344.38,8.115335568501695,1,Segment_1
12614,278.10277777777776,1,315.6,5.757639147446912,5,Segment_5
12615,2.908333333333333,4,2291.19,7.73726297143202,1,Segment_1
12616,95.89791666666666,2,713.3,6.571303042160927,2,Segment_2
12617,29.924305555555556,1,352.98,5.869240414362608,2,Segment_2
12618,22.069444444444443,1,177.31,5.183523608545955,2,Segment_2
12619,16.915277777777778,9,3641.24,8.200354155974704,1,Segment_1
12620,15.104166666666666,3,1339.41,7.20073081629489,1,Segment_1
12621,2.0590277777777777,20,13689.67,9.524469857917655,4,Segment_4
12622,232.84097222222223,1,180.1,5.199049364889368,5,Segment_5
12623,276.9583333333333,1,305.1,5.723911845951367,5,Segment_5
12624,106.90694444444445,2,641.13,6.464790775403018,2,Segment_2
12625,212.12222222222223,2,2683.82,7.895368965589599,1,Segment_1
12626,23.863888888888887,9,6620.48,8.798074188898816,1,Segment_1
12627,11.029861111111112,7,4478.53,8.407273409191232,1,Segment_1
12628,4.982638888888889,3,786.46,6.668812575758953,2,Segment_2
12630,10.084722222222222,2,1270.8799999999999,7.1482513998271635,1,Segment_1
12631,57.95625,1,640.5,6.463809184055691,2,Segment_2
12633,59.048611111111114,4,2163.98,7.6801664025186325,1,Segment_1
12635,90.0736111111111,2,1689.18,7.432590311121191,1,Segment_1
12637,67.96111111111111,8,6002.9,8.70016453705169,1,Segment_1
12638,33.985416666666666,1,671.69,6.511284599453549,2,Segment_2
12639,239.0013888888889,1,486.1,6.188469440812497,5,Segment_5
12640,24.040277777777778,3,1174.58,7.06951692181073,1,Segment_1
12641,115.975,1,185.9,5.230573714461517,2,Segment_2
12642,25.90763888888889,3,1013.26,6.9219145615400475,1,Segment_1
12643,128.99583333333334,6,3344.64,8.11541328460481,1,Segment_1
12644,130.0951388888889,1,477.90999999999997,6.171512688316606,2,Segment_2
12645,34.00833333333333,4,1775.18,7.482220269767765,1,Segment_1
12646,5.108333333333333,2,1346.97,7.206355036031724,1,Segment_1
12647,22.995833333333334,12,3722.82,8.222505302105255,1,Segment_1
12648,155.03819444444446,1,318.05,5.765347830314356,2,Segment_2
12649,107.92291666666667,3,623.51,6.4369673422476765,2,Segment_2
12650,3.8444444444444446,1,314.44,5.753968489569372,2,Segment_2
12651,335.0027777777778,1,114,4.74493212836325,5,Segment_5
12652,331.90972222222223,1,919.98,6.82543832049292,5,Segment_5
12653,149.08958333333334,2,2209.85,7.701132335950876,1,Segment_1
12654,11.11111111111111,5,601.98,6.401884028681278,2,Segment_2
12656,17.96388888888889,5,4051.17,8.30700781907883,1,Segment_1
12657,11.877083333333333,4,1643.18,7.4049970586737315,1,Segment_1
12658,19.102777777777778,1,686.05,6.532407069777784,2,Segment_2
12659,30.039583333333333,1,91.67999999999999,4.529152699564175,2,Segment_2
12660,11.975,1,245.1,5.50573795739701,2,Segment_2
12662,1.0354166666666667,11,3849.78,8.256031004164345,1,Segment_1
12664,8.821527777777778,9,4881.88,8.49349048870337,1,Segment_1
12665,325.1777777777778,1,63,4.1588830833596715,5,Segment_5
12667,58.826388888888886,1,620.13,6.431540399799522,2,Segment_2
12668,12.079166666666667,4,3807.15,8.244898785891763,1,Segment_1
12669,151.12222222222223,3,2744.0299999999997,7.917547282845659,1,Segment_1
12670,10.89375,5,2996.05,8.005383750527514,1,Segment_1
12672,330.1458333333333,1,225.9,5.424509391785796,5,Segment_5
12673,5.954861111111111,2,610.52,6.415947661051908,2,Segment_2
12674,39.02638888888889,4,1970.6,7.586600674831223,1,Segment_1
12676,25.01736111111111,6,1331.39,7.1947296010376824,1,Segment_1
12678,42.99027777777778,12,17628.46,9.777326645314199,4,Segment_4
12679,59.013888888888886,4,1113.02,7.015730373647435,1,Segment_1
12680,1,4,862.81,6.761352837213469,1,Segment_1
12681,15.053472222222222,22,13787.54,9.531593091360708,4,Segment_4
12682,4.118055555555555,31,12279.82,9.415793974716065,4,Segment_4
12683,4.846527777777778,15,8476.57,9.045179131116987,4,Segment_4
12684,8.122916666666667,7,2283.63,7.733959364615189,1,Segment_1
12685,28.961111111111112,6,2863.08,7.960002460651312,1,Segment_1
12686,372.12430555555557,1,89.14,4.501364017262502,5,Segment_5
12688,114.1673611111111,1,4873.81,8.491836408313453,1,Segment_1
12689,26.179861111111112,2,1247.61,7.1297862115656185,1,Segment_1
12690,206.15347222222223,1,389.01,5.966172379820607,5,Segment_5
12691,28.834027777777777,6,1035.8,6.94389432559801,1,Segment_1
12693,127.79097222222222,4,855.91,6.753332895580138,2,Segment_2
12694,70.9888888888889,2,869.67,6.769263030204804,2,Segment_2
12695,7.977777777777778,4,582.1,6.368358698228111,2,Segment_2
12697,29.16875,3,957.59,6.865463454791294,1,Segment_1
12700,8.085416666666667,4,4939.99,8.505320994961897,1,Segment_1
12701,80.08541666666666,2,797.71,6.682997926190526,2,Segment_2
12702,20.093055555555555,1,219,5.393627546352362,2,Segment_2
12703,71.79027777777777,1,283.55,5.650908985049133,2,Segment_2
12704,7.982638888888889,8,2340.84,7.758692224146705,1,Segment_1
12705,15.98125,9,6868.29,8.834816031986259,1,Segment_1
12707,292.175,1,603.42,6.404269320519532,5,Segment_5
12708,30.12361111111111,10,2712.91,7.906145678459555,1,Segment_1
12709,15.883333333333333,15,9706.52,9.180656121866383,4,Segment_4
12710,97.03472222222223,3,1149.02,7.047534612510416,1,Segment_1
12712,29.188194444444445,13,4396.13,8.388707334356674,1,Segment_1
12713,1.023611111111111,1,848.55,6.744706797531768,2,Segment_2
12714,9.879861111111111,5,4708.86,8.45741346257719,1,Segment_1
12715,106.89444444444445,1,343.36,5.841687621789754,2,Segment_2
12716,4.163194444444445,2,1053.49,6.960812516706486,1,Segment_1
12717,151.91875,2,1030.98,6.939234566008755,2,Segment_2
12718,71.84166666666667,1,238.25,5.477509030333064,2,Segment_2
12719,5.961805555555555,2,644.95,6.47072210140631,2,Segment_2
12720,3.1993055555555556,25,5781.73,8.662631168498326,4,Segment_4
12721,32.02569444444445,6,2656.13,7.885001871924596,1,Segment_1
12722,85.91666666666667,4,997.63,6.906384339674138,1,Segment_1
12723,4.104861111111111,5,725.07,6.587646428909591,1,Segment_1
12724,5.866666666666666,4,1031.41,6.9396511539657,1,Segment_1
12725,371.87847222222223,1,427.8,6.060990609756592,5,Segment_5
12726,28.96875,7,2609.1,7.867143813759015,1,Segment_1
12727,11.044444444444444,7,3980.7,8.2894641427604,1,Segment_1
12728,71.88819444444445,4,836.33,6.7302182580203365,2,Segment_2
12729,114.04861111111111,1,453.01,6.118119224230488,2,Segment_2
12731,24.035416666666666,12,18895.91,9.846753695617958,4,Segment_4
12732,180.0534722222222,1,236.26000000000002,5.469156586232957,5,Segment_5
12733,234.85486111111112,1,383.95,5.953113455724059,5,Segment_5
12734,353.00208333333336,1,110.39999999999999,4.713127327493184,5,Segment_5
12735,315.96736111111113,2,779.5699999999999,6.660024422032584,5,Segment_5
12736,333.2034722222222,1,234,5.459585514144159,5,Segment_5
12738,372.7659722222222,1,155.35,5.05209708390385,5,Segment_5
12739,78.99305555555556,2,1013.04,6.921697631104842,1,Segment_1
12740,64.0875,1,427.6,6.060524083039477,2,Segment_2
12743,134.85347222222222,2,540.13,6.293659545728696,2,Segment_2
12744,52.06388888888889,7,21279.29,9.965536571182271,1,Segment_1
12747,2.9277777777777776,11,4196.01,8.342127645985029,1,Segment_1
12748,1.0208333333333333,209,33053.19,10.405903614853912,3,Segment_3
12749,4.120833333333334,5,4090.88,8.316759801128319,1,Segment_1
12750,129.15069444444444,1,275.88,5.623584199327089,2,Segment_2
12752,81.97083333333333,1,4366.78,8.38201014985595,1,Segment_1
12753,23.081944444444446,6,21429.39,9.972565287088774,1,Segment_1
12754,236.15972222222223,3,3010.7400000000002,8.010273263812737,5,Segment_5
12755,281.00555555555553,2,3811.9500000000003,8.246158446737232,5,Segment_5
12756,87.13819444444445,1,112.08,4.72809553282539,2,Segment_2
12757,16.01388888888889,13,7834.6500000000005,8.966439112421154,4,Segment_4
12758,117.10277777777777,2,2791.59,7.934724759609325,1,Segment_1
12759,52.91736111111111,3,1531.44,7.334616515331031,1,Segment_1
12762,8.102083333333333,2,1898.52,7.549356501658852,1,Segment_1
12763,138.94305555555556,2,494.08,6.204719365671822,2,Segment_2
12764,317.1048611111111,1,1693.88,7.435367220848186,5,Segment_5
12766,4.169444444444444,7,6989.63,8.852325959921869,1,Segment_1
12769,239.10069444444446,1,1143.6,7.042810509975002,5,Segment_5
12770,211.13680555555555,1,1351.45,7.209673041460572,5,Segment_5
12772,60.14652777777778,1,892.47,6.795112758210396,2,Segment_2
12775,17.84513888888889,5,1386.04,7.23492725912033,1,Segment_1
12778,20.055555555555557,6,822.23,6.713235627004493,1,Segment_1
12779,38.046527777777776,8,3981.36,8.289629887368429,1,Segment_1
12781,64.09236111111112,2,826.74,6.718699095412067,2,Segment_2
12782,5.148611111111111,5,2330.92,7.754447241564618,1,Segment_1
12783,2.870833333333333,6,2225.91,7.708370253328926,1,Segment_1
12784,9.883333333333333,2,532.82,6.280058703484731,2,Segment_2
12785,364.95972222222224,1,311.95,5.74604343337071,5,Segment_5
12787,10.170833333333333,3,463.66,6.141305955347142,2,Segment_2
12789,65.96944444444445,1,91.85,4.530985287798715,2,Segment_2
12790,192.94166666666666,1,324.92,5.786651952478496,5,Segment_5
12791,374.0576388888889,1,192.6,5.265794174842477,5,Segment_5
12792,257.0513888888889,1,400.54,5.995307154825432,5,Segment_5
12793,335.0263888888889,2,545.48,6.303497710423594,5,Segment_5
12794,53.91388888888889,2,860.41,6.758570581561217,2,Segment_2
12795,19.099305555555556,1,430.48,6.067221159507229,2,Segment_2
12797,366.0798611111111,1,254.03,5.541381185297377,5,Segment_5
12798,10.873611111111112,3,6977.04,8.85052335403181,1,Segment_1
12802,187.13472222222222,1,427.58,6.060477418394936,5,Segment_5
12808,37.114583333333336,3,483.65,6.183426980938617,2,Segment_2
12809,178.08263888888888,1,489.31,6.1950378441253156,5,Segment_5
12811,261.13055555555553,3,514.85,6.245816025546385,5,Segment_5
12812,45.12222222222222,1,229.64,5.440858053330147,2,Segment_2
12814,102.02708333333334,1,125.92,4.843556966714995,2,Segment_2
12815,148.10347222222222,2,1063.46,6.970222907300612,2,Segment_2
12816,96.00625,2,572.2,6.351234695954017,2,Segment_2
12817,281.8486111111111,1,166.04,5.118233304694274,5,Segment_5
12818,262.03055555555557,1,1542.08,7.341535698070348,5,Segment_5
12820,3.901388888888889,4,942.34,6.849426769082011,1,Segment_1
12821,214.87430555555557,1,92.72,4.540311613639595,5,Segment_5
12822,71.11527777777778,2,948.88,6.856335660826602,2,Segment_2
12823,75.21875,5,1759.5,7.473353138595107,1,Segment_1
12824,60.00069444444444,1,397.12,5.986753467377863,2,Segment_2
12826,3.1006944444444446,7,1474.72,7.296901285267718,1,Segment_1
12827,6.022916666666666,3,430.15,6.066456057398334,2,Segment_2
12828,3.170138888888889,6,1018.7099999999999,6.927273552128017,1,Segment_1
12829,337.0673611111111,2,293,5.683579767338681,5,Segment_5
12830,38.03888888888889,6,6814.64,8.826975250212882,1,Segment_1
12831,262.9916666666667,1,215.05,5.3755098623779425,5,Segment_5
12832,32.97222222222222,2,383.03000000000003,5.950720674536128,2,Segment_2
12833,145.9611111111111,1,417.38,6.0363901104609745,2,Segment_2
12834,283.12569444444443,1,312.38,5.7474165116762626,5,Segment_5
12836,59.90277777777778,4,2610.36,7.867626437402386,1,Segment_1
12837,173.86319444444445,1,134.1,4.906015244966153,5,Segment_5
12838,34.020833333333336,2,671.95,6.5116710326797245,2,Segment_2
12839,3.0118055555555556,14,5591.42,8.629167388389371,4,Segment_4
12840,144.13958333333332,4,2726.77,7.911239704558553,1,Segment_1
12841,5.067361111111111,25,3991.58,8.292192917458863,4,Segment_4
12842,70.88680555555555,2,1118.99,7.0210750356778515,1,Segment_1
12843,66.02847222222222,8,1702.26,7.440299340765267,1,Segment_1
12844,29.971527777777776,2,325.96,5.7898378392560215,2,Segment_2
12845,267.96944444444443,4,354.09000000000003,5.872371278471126,5,Segment_5
12847,22.981944444444444,1,843.64,6.738910501075306,2,Segment_2
12849,31.964583333333334,2,1010.29,6.9189820225966034,1,Segment_1
12851,97.00625,1,131.81,4.8889195354121595,2,Segment_2
12852,295.16875,1,311.55,5.744764456377822,5,Segment_5
12853,135.05625,6,1957.1,7.579729894309281,1,Segment_1
12854,79.02430555555556,3,1316.25,7.183301509089395,1,Segment_1
12855,373.13402777777776,1,38.099999999999994,3.66612246699132,5,Segment_5
12856,8.081944444444444,6,2170.78,7.683302386789297,1,Segment_1
12857,211.10416666666666,2,1106.4,7.009770204388867,5,Segment_5
12863,52.94097222222222,1,521.2,6.258050656265029,2,Segment_2
12864,138.9909722222222,1,147.12,4.998022756045412,2,Segment_2
12865,26.929861111111112,2,1568.23,7.358340332174572,1,Segment_1
12866,283.94375,1,559.12,6.3281510464875765,5,Segment_5
12867,26.88888888888889,7,4009.34,8.296631304736238,1,Segment_1
12868,186.0888888888889,6,1607.06,7.3827837624756185,1,Segment_1
12871,84.90486111111112,2,380.64,5.9444777558836455,2,Segment_2
12872,327.08194444444445,2,599.97,6.398545016483998,5,Segment_5
12873,282.9111111111111,1,374,5.926926025970411,5,Segment_5
